Season,Rank,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP (Per Game),PTS (Per Game),TRB (Per Game),AST (Per Game),STL (Per Game),BLK (Per Game)
2022-2023,1,Ochai Agbaji,"Oct 19, '22, UTA vs. DEN",22,3,163,3651,460,1041,189,540,107,145,142,445,202,89,73,128,281,1216,.442,.350,.738,22.4,7.5,2.7,1.2,0.5,0.4
2022-2023,2,Patrick Baldwin Jr.,"Oct 30, '22, GSW @ DET",20,3,80,775,111,283,68,192,25,38,21,175,41,26,21,32,74,315,.392,.354,.658,9.7,3.9,2.2,0.5,0.3,0.3
2022-2023,3,Paolo Banchero,"Oct 19, '22, ORL @ DET",20,3,157,5411,1167,2626,215,668,837,1152,178,1095,728,134,90,458,326,3386,.444,.322,.727,34.5,21.6,7.0,4.6,0.9,0.6
2022-2023,4,Dominick Barlow,"Nov 2, '22, SAS vs. TOR",19,3,63,839,102,200,3,13,48,69,91,215,60,22,33,24,104,255,.510,.231,.696,13.3,4.0,3.4,1.0,0.3,0.5
2022-2023,5,MarJon Beauchamp,"Oct 22, '22, MIL vs. HOU",22,3,111,1344,183,425,79,225,50,69,62,223,67,35,14,79,128,495,.431,.351,.725,12.1,4.5,2.0,0.6,0.3,0.1
2022-2023,6,Buddy Boeheim,"Oct 21, '22, DET @ NYK",23,2,20,174,14,56,12,50,10,12,5,16,7,2,1,0,11,50,.250,.240,.833,8.7,2.5,0.8,0.4,0.1,0.1
2022-2023,7,Jamaree Bouyea,"Feb 10, '23, MIA vs. HOU",23,2,14,166,16,42,3,15,1,2,4,25,15,5,2,13,16,36,.381,.200,.500,11.9,2.6,1.8,1.1,0.4,0.1
2022-2023,8,Malaki Branham,"Oct 30, '22, SAS vs. MIN",19,3,160,3392,584,1339,187,566,130,153,59,359,307,67,17,192,223,1485,.436,.330,.850,21.2,9.3,2.2,1.9,0.4,0.1
2022-2023,9,Christian Braun,"Oct 19, '22, DEN @ UTA",21,3,181,3633,496,1003,122,322,192,274,154,601,233,113,68,122,291,1306,.495,.379,.701,20.1,7.2,3.3,1.3,0.6,0.4
2022-2023,10,Kendall Brown,"Nov 23, '22, IND vs. MIN",19,2,21,103,12,22,0,3,6,10,5,11,8,4,0,4,18,30,.545,.000,.600,4.9,1.4,0.5,0.4,0.2,0.0
2022-2023,11,John Butler,"Nov 5, '22, POR @ PHO",20,1,19,221,17,53,8,35,3,4,3,17,11,7,9,1,22,45,.321,.229,.750,11.6,2.4,0.9,0.6,0.4,0.5
2022-2023,12,Jamal Cain,"Nov 12, '22, MIA vs. CHO",23,3,59,716,96,198,27,78,45,61,43,130,32,29,13,21,63,264,.485,.346,.738,12.1,4.5,2.2,0.5,0.5,0.2
2022-2023,13,Julian Champagnie,"Nov 22, '22, PHI vs. BRK",21,3,116,2530,333,784,199,538,125,149,73,394,150,74,63,95,141,990,.425,.370,.839,21.8,8.5,3.4,1.3,0.6,0.5
2022-2023,14,Kennedy Chandler,"Oct 22, '22, MEM @ DAL",20,1,36,281,35,83,2,15,6,13,9,38,58,12,5,18,15,78,.422,.133,.462,7.8,2.2,1.1,1.6,0.3,0.1
2022-2023,15,Max Christie,"Oct 18, '22, LAL @ GSW",19,3,132,1935,194,459,84,231,87,106,39,272,112,48,33,67,122,559,.423,.364,.821,14.7,4.2,2.1,0.8,0.4,0.3
2022-2023,16,Chance Comanche,"Apr 9, '23, POR vs. GSW",26,1,1,21,3,5,0,0,1,4,2,3,0,0,1,0,0,7,.600,,.250,21.0,7.0,3.0,0.0,0.0,1.0
2022-2023,17,Xavier Cooks,"Mar 18, '23, WAS vs. SAC",27,1,10,126,17,28,0,1,4,10,16,38,6,6,4,8,13,38,.607,.000,.400,12.6,3.8,3.8,0.6,0.6,0.4
2022-2023,18,Dyson Daniels,"Oct 19, '22, NOP @ BRK",19,3,145,3249,366,831,98,317,85,134,141,552,383,202,59,162,268,915,.440,.309,.634,22.4,6.3,3.8,2.6,1.4,0.4
2022-2023,19,Johnny Davis,"Oct 25, '22, WAS vs. DET",20,3,96,1205,153,377,37,127,34,60,34,167,67,39,22,34,120,377,.406,.291,.567,12.6,3.9,1.7,0.7,0.4,0.2
2022-2023,20,JD Davison,"Nov 11, '22, BOS vs. DEN",20,3,25,129,15,36,6,17,5,8,4,21,22,4,3,12,10,41,.417,.353,.625,5.2,1.6,0.8,0.9,0.2,0.1
2022-2023,21,Darius Days,"Feb 6, '23, HOU vs. SAC",23,1,4,25,5,12,3,10,2,2,1,6,1,0,1,0,2,15,.417,.300,1.000,6.3,3.8,1.5,0.3,0.0,0.3
2022-2023,22,Moussa Diabaté,"Oct 27, '22, LAC @ OKC",21,3,56,707,68,126,1,2,25,47,127,248,24,28,30,33,62,162,.540,.500,.532,12.6,2.9,4.4,0.4,0.5,0.5
2022-2023,23,Ousmane Dieng,"Oct 19, '22, OKC @ MIN",19,3,88,1120,145,356,56,204,36,50,38,198,96,33,16,49,82,382,.407,.275,.720,12.7,4.3,2.3,1.1,0.4,0.2
2022-2023,24,Jalen Duren,"Oct 19, '22, DET vs. ORL",19,3,151,3997,690,1084,0,6,277,404,491,1509,276,86,135,266,447,1657,.637,.000,.686,26.5,11.0,10.0,1.8,0.6,0.9
2022-2023,25,Tari Eason,"Oct 19, '22, HOU @ ATL",21,3,128,2793,489,1070,100,295,167,227,292,800,140,173,90,141,299,1245,.457,.339,.736,21.8,9.7,6.3,1.1,1.4,0.7
2022-2023,26,Keon Ellis,"Nov 17, '22, SAC vs. SAS",23,3,97,1540,163,353,108,256,52,69,54,182,118,85,49,58,170,486,.462,.422,.754,15.9,5.0,1.9,1.2,0.9,0.5
2022-2023,27,Simone Fontecchio,"Oct 19, '22, UTA vs. DEN",27,3,142,2842,416,984,226,609,114,142,107,403,164,65,36,124,205,1172,.423,.371,.803,20.0,8.3,2.8,1.2,0.5,0.3
2022-2023,28,Michael Foster Jr.,"Nov 22, '22, PHI vs. BRK",20,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1.0,0.0,0.0,0.0,0.0,0.0
2022-2023,29,Jacob Gilyard,"Apr 9, '23, MEM @ OKC",24,2,42,740,61,153,52,129,2,2,9,50,144,36,5,32,42,176,.399,.403,1.000,17.6,4.2,1.2,3.4,0.9,0.1
2022-2023,30,RaiQuan Gray,"Apr 9, '23, BRK vs. PHI",23,2,4,74,16,29,5,12,2,2,5,16,13,1,2,5,5,39,.552,.417,1.000,18.5,9.8,4.0,3.3,0.3,0.5
2022-2023,31,A.J. Green,"Oct 22, '22, MIL vs. HOU",23,3,115,1466,201,457,172,398,26,29,19,160,75,27,6,38,131,600,.440,.432,.897,12.7,5.2,1.4,0.7,0.2,0.1
2022-2023,32,AJ Griffin,"Oct 23, '22, ATL vs. CHO",19,2,92,1572,266,595,111,298,44,49,39,171,78,43,14,50,93,687,.447,.372,.898,17.1,7.5,1.9,0.8,0.5,0.2
2022-2023,33,Jordan Hall,"Nov 2, '22, SAS vs. TOR",21,1,9,83,9,28,3,15,7,9,3,12,11,1,0,7,6,28,.321,.200,.778,9.2,3.1,1.3,1.2,0.1,0.0
2022-2023,34,Jaden Hardy,"Oct 22, '22, DAL vs. MEM",20,3,143,2017,393,945,162,439,146,180,35,250,201,53,12,139,174,1094,.416,.369,.811,14.1,7.7,1.7,1.4,0.4,0.1
2022-2023,35,Ron Harper Jr.,"Oct 31, '22, TOR vs. ATL",22,2,10,52,8,16,3,9,1,1,3,7,5,0,1,0,5,20,.500,.333,1.000,5.2,2.0,0.7,0.5,0.0,0.1
2022-2023,36,Kevon Harris,"Oct 21, '22, ORL @ ATL",25,2,36,463,49,110,16,43,31,41,28,72,17,17,5,22,56,145,.445,.372,.756,12.9,4.0,2.0,0.5,0.5,0.1
2022-2023,37,Caleb Houstan,"Oct 19, '22, ORL @ DET",20,3,127,1720,153,412,123,349,38,46,64,192,60,27,13,35,130,467,.371,.352,.826,13.5,3.7,1.5,0.5,0.2,0.1
2022-2023,38,Trevor Hudgins,"Oct 22, '22, HOU @ MIL",23,1,5,28,2,9,2,8,3,3,0,0,3,0,0,1,1,9,.222,.250,1.000,5.6,1.8,0.0,0.6,0.0,0.0
2022-2023,39,Jaden Ivey,"Oct 19, '22, DET vs. ORL",20,3,176,5280,979,2307,291,847,572,767,191,655,787,142,68,502,507,2821,.424,.344,.746,30.0,16.0,3.7,4.5,0.8,0.4
2022-2023,40,Quenton Jackson,"Feb 11, '23, WAS vs. IND",24,3,27,388,58,118,10,36,31,41,12,39,45,14,6,15,40,157,.492,.278,.756,14.4,5.8,1.4,1.7,0.5,0.2
2022-2023,41,Nikola Jović,"Oct 26, '22, MIA @ POR",19,3,76,1379,198,442,89,244,71,93,42,279,119,46,18,60,122,556,.448,.365,.763,18.1,7.3,3.7,1.6,0.6,0.2
2022-2023,42,Johnny Juzang,"Feb 28, '23, UTA vs. SAS",21,3,58,945,131,329,77,223,23,31,25,117,53,15,9,27,81,362,.398,.345,.742,16.3,6.2,2.0,0.9,0.3,0.2
2022-2023,43,Trevor Keels,"Oct 21, '22, NYK vs. DET",19,1,3,8,1,4,1,4,0,0,0,2,0,0,0,0,0,3,.250,.250,,2.7,1.0,0.7,0.0,0.0,0.0
2022-2023,44,Walker Kessler,"Oct 19, '22, UTA vs. DEN",21,3,156,3724,613,883,7,24,166,299,466,1294,156,64,379,150,339,1399,.694,.292,.555,23.9,9.0,8.3,1.0,0.4,2.4
2022-2023,45,Christian Koloko,"Oct 19, '22, TOR vs. CLE",22,2,73,952,86,172,1,14,39,61,97,208,35,26,63,25,147,212,.500,.071,.639,13.0,2.9,2.8,0.5,0.4,0.9
2022-2023,46,Jake LaRavia,"Oct 19, '22, MEM vs. NYK",21,3,96,1824,232,552,99,283,138,177,107,310,169,64,34,101,177,701,.420,.350,.780,19.0,7.3,3.2,1.8,0.7,0.4
2022-2023,47,A.J. Lawson,"Nov 16, '22, MIN @ ORL",22,2,57,419,76,165,23,75,17,31,20,71,22,12,3,17,33,192,.461,.307,.548,7.4,3.4,1.2,0.4,0.2,0.1
2022-2023,48,Kenneth Lofton Jr.,"Oct 22, '22, MEM @ DAL",20,2,45,375,85,171,13,41,33,53,31,89,53,11,7,26,52,216,.497,.317,.623,8.3,4.8,2.0,1.2,0.2,0.2
2022-2023,49,Tyrese Martin,"Oct 23, '22, ATL vs. CHO",23,2,25,198,31,67,18,40,6,7,9,32,12,4,2,6,14,86,.463,.450,.857,7.9,3.4,1.3,0.5,0.2,0.1
2022-2023,50,Bennedict Mathurin,"Oct 19, '22, IND vs. WAS",20,3,163,4616,861,1940,220,629,673,811,179,717,282,102,35,304,342,2615,.444,.350,.830,28.3,16.0,4.4,1.7,0.6,0.2
2022-2023,51,Bryce McGowens,"Oct 19, '22, CHO @ SAS",20,3,106,1672,182,434,60,183,126,165,37,195,106,36,16,73,122,550,.419,.328,.764,15.8,5.2,1.8,1.0,0.3,0.2
2022-2023,52,Justin Minaya,"Apr 4, '23, POR @ MEM",23,3,39,476,29,97,15,61,5,10,33,72,25,11,15,13,45,78,.299,.246,.500,12.2,2.0,1.8,0.6,0.3,0.4
2022-2023,53,Josh Minott,"Nov 28, '22, MIN @ WAS",20,3,58,269,46,91,8,26,23,27,10,56,18,12,14,10,32,123,.505,.308,.852,4.6,2.1,1.0,0.3,0.2,0.2
2022-2023,54,Isaiah Mobley,"Oct 22, '22, CLE @ CHI",23,2,22,156,22,52,6,18,4,5,7,30,9,6,3,3,14,54,.423,.333,.800,7.1,2.5,1.4,0.4,0.3,0.1
2022-2023,55,Chima Moneke,"Oct 27, '22, SAC vs. MEM",27,1,2,8,1,2,0,0,0,2,2,2,1,0,0,2,2,2,.500,,.000,4.0,1.0,1.0,0.5,0.0,0.0
2022-2023,56,Wendell Moore Jr.,"Oct 23, '22, MIN @ OKC",21,3,66,399,46,97,5,32,15,17,13,67,38,21,9,20,31,112,.474,.156,.882,6.0,1.7,1.0,0.6,0.3,0.1
2022-2023,57,Keegan Murray,"Oct 22, '22, SAC vs. LAC",22,3,183,5914,923,2051,432,1156,192,237,258,991,266,158,123,151,447,2470,.450,.374,.810,32.3,13.5,5.4,1.5,0.9,0.7
2022-2023,58,Andrew Nembhard,"Oct 21, '22, IND vs. SAS",23,3,155,4076,580,1250,160,459,109,136,73,370,676,145,19,245,345,1429,.464,.349,.801,26.3,9.2,2.4,4.4,0.9,0.1
2022-2023,59,Scotty Pippen Jr.,"Oct 18, '22, LAL @ GSW",22,3,53,1157,210,439,56,150,84,117,40,166,238,66,20,109,128,560,.478,.373,.718,21.8,10.6,3.1,4.5,1.2,0.4
2022-2023,60,Jason Preston,"Oct 23, '22, LAC vs. PHO",23,2,21,195,24,60,5,21,0,2,8,39,43,4,1,12,10,53,.400,.238,.000,9.3,2.5,1.9,2.0,0.2,0.0
2022-2023,61,Lester Quiñones,"Mar 31, '23, GSW vs. SAS",22,3,45,429,62,154,34,95,25,36,25,79,39,7,2,26,44,183,.403,.358,.694,9.5,4.1,1.8,0.9,0.2,0.0
2022-2023,62,Jared Rhoden,"Jan 10, '23, DET @ PHI",23,3,35,455,52,118,17,53,11,14,16,74,20,8,14,11,52,132,.441,.321,.786,13.0,3.8,2.1,0.6,0.2,0.4
2022-2023,63,Orlando Robinson,"Nov 18, '22, MIA @ WAS",22,3,73,774,88,172,9,25,44,62,78,221,66,21,21,37,94,229,.512,.360,.710,10.6,3.1,3.0,0.9,0.3,0.3
2022-2023,64,David Roddy,"Oct 19, '22, MEM vs. NYK",21,3,149,2639,372,877,123,400,99,146,107,444,158,62,33,127,190,966,.424,.308,.678,17.7,6.5,3.0,1.1,0.4,0.2
2022-2023,65,Ryan Rollins,"Oct 18, '22, GSW vs. LAL",20,3,36,212,31,72,12,25,24,29,8,36,29,18,8,31,28,98,.431,.480,.828,5.9,2.7,1.0,0.8,0.5,0.2
2022-2023,66,Dereon Seabron,"Oct 28, '22, NOP @ PHO",22,2,11,67,6,18,1,2,5,6,2,8,5,2,1,0,5,18,.333,.500,.833,6.1,1.6,0.7,0.5,0.2,0.1
2022-2023,67,Shaedon Sharpe,"Oct 19, '22, POR @ SAC",19,3,129,3360,586,1321,191,566,225,289,117,453,228,79,40,189,254,1588,.444,.337,.779,26.0,12.3,3.5,1.8,0.6,0.3
2022-2023,68,Dru Smith,"Oct 26, '22, MIA @ POR",25,3,34,463,53,120,22,56,9,11,18,69,52,28,12,18,50,137,.442,.393,.818,13.6,4.0,2.0,1.5,0.8,0.4
2022-2023,69,Jabari Smith Jr.,"Oct 19, '22, HOU @ ATL",19,3,181,5672,848,1969,303,897,360,447,307,1361,247,103,160,212,491,2359,.431,.338,.805,31.3,13.0,7.5,1.4,0.6,0.9
2022-2023,70,Jeremy Sochan,"Oct 19, '22, SAS vs. CHO",19,3,142,3987,659,1463,107,380,224,306,267,866,422,118,70,258,336,1649,.450,.282,.732,28.1,11.6,6.1,3.0,0.8,0.5
2022-2023,71,Cole Swider,"Oct 18, '22, LAL @ GSW",23,3,27,141,18,52,13,43,2,2,2,16,10,1,1,8,8,51,.346,.302,1.000,5.2,1.9,0.6,0.4,0.0,0.0
2022-2023,72,Dalen Terry,"Oct 22, '22, CHI vs. CLE",20,3,122,1232,138,303,34,128,61,92,57,185,126,53,30,61,140,371,.455,.266,.663,10.1,3.0,1.5,1.0,0.4,0.2
2022-2023,73,Stanley Umude,"Feb 15, '23, DET @ BOS",23,3,31,326,38,88,25,57,31,36,8,54,12,9,9,14,40,132,.432,.439,.861,10.5,4.3,1.7,0.4,0.3,0.3
2022-2023,74,Jabari Walker,"Oct 24, '22, POR vs. DEN",20,3,148,2546,341,769,60,213,174,229,217,702,118,60,38,108,269,916,.443,.282,.760,17.2,6.2,4.7,0.8,0.4,0.3
2022-2023,75,TyTy Washington Jr.,"Nov 14, '22, HOU vs. LAC",21,3,45,516,67,186,23,89,10,18,3,51,56,20,2,17,30,167,.360,.258,.556,11.5,3.7,1.1,1.2,0.4,0.0
2022-2023,76,Peyton Watson,"Oct 19, '22, DEN @ UTA",20,3,126,2247,314,661,70,218,118,173,86,372,125,64,121,84,205,816,.475,.321,.682,17.8,6.5,3.0,1.0,0.5,1.0
2022-2023,77,Blake Wesley,"Oct 28, '22, SAS vs. CHI",19,3,118,1783,203,501,36,127,93,143,36,192,300,63,16,141,168,535,.405,.283,.650,15.1,4.5,1.6,2.5,0.5,0.1
2022-2023,78,Jack White,"Oct 26, '22, DEN vs. LAL",25,2,21,130,10,35,5,19,2,3,10,29,5,7,3,4,12,27,.286,.263,.667,6.2,1.3,1.4,0.2,0.3,0.1
2022-2023,79,Alondes Williams,"Dec 10, '22, BRK @ IND",23,3,9,25,4,10,1,5,1,1,0,2,1,0,1,4,3,10,.400,.200,1.000,2.8,1.1,0.2,0.1,0.0,0.1
2022-2023,80,Donovan Williams,"Apr 4, '23, ATL @ CHI",21,1,2,4,2,5,0,2,0,0,0,2,0,0,0,0,0,4,.400,.000,,2.0,2.0,1.0,0.0,0.0,0.0
2022-2023,81,Jalen Williams,"Oct 19, '22, OKC @ MIN",21,3,171,5301,1162,2211,226,576,404,497,143,771,695,233,100,302,433,2954,.526,.392,.813,31.0,17.3,4.5,4.1,1.4,0.6
2022-2023,82,Jaylin Williams,"Oct 23, '22, OKC vs. MIN",20,2,118,1811,197,462,99,257,71,95,80,475,186,56,39,71,209,564,.426,.385,.747,15.3,4.8,4.0,1.6,0.5,0.3
2022-2023,83,Jeenathan Williams,"Apr 2, '23, POR @ MIN",23,3,30,266,54,93,6,15,9,16,22,41,17,8,3,8,23,123,.581,.400,.563,8.9,4.1,1.4,0.6,0.3,0.1
2022-2023,84,Mark Williams,"Oct 19, '22, CHO @ SAS",21,3,66,1383,273,424,0,0,120,170,179,510,45,45,67,59,149,666,.644,,.706,21.0,10.1,7.7,0.7,0.7,1.0
2022-2023,85,Vince Williams Jr.,"Oct 22, '22, MEM @ DAL",22,3,70,1586,188,438,84,245,107,136,67,316,188,53,38,104,156,567,.429,.343,.787,22.7,8.1,4.5,2.7,0.8,0.5
2023-2024,1,Timmy Allen,"Apr 6, '24, MEM vs. PHI",24,1,5,125,6,23,0,7,1,2,4,17,5,4,0,2,18,13,.261,.000,.500,25.0,2.6,3.4,1.0,0.8,0.0
2023-2024,2,Ibou Badji,"Dec 26, '23, POR vs. SAC",21,1,22,226,14,22,0,0,6,12,20,51,13,3,20,15,46,34,.636,,.500,10.3,1.5,2.3,0.6,0.1,0.9
2023-2024,3,Amari Bailey,"Nov 12, '23, CHO @ NYK",19,1,10,65,8,24,1,8,6,7,6,9,7,3,0,4,2,23,.333,.125,.857,6.5,2.3,0.9,0.7,0.3,0.0
2023-2024,4,Emoni Bates,"Oct 28, '23, CLE vs. IND",20,1,15,133,15,49,10,33,1,4,1,14,10,1,2,8,5,41,.306,.303,.250,8.9,2.7,0.9,0.7,0.1,0.1
2023-2024,5,Jules Bernard,"Dec 8, '23, WAS @ BRK",24,1,19,149,29,64,11,29,5,9,10,26,16,3,1,8,14,74,.453,.379,.556,7.8,3.9,1.4,0.8,0.2,0.1
2023-2024,6,Onuralp Bitim,"Nov 4, '23, CHI @ DEN",24,1,23,268,32,84,12,44,4,5,6,32,13,3,2,10,24,80,.381,.273,.800,11.7,3.5,1.4,0.6,0.1,0.1
2023-2024,7,Anthony Black,"Oct 25, '23, ORL vs. HOU",20,2,96,1819,195,437,53,159,97,148,48,216,194,61,43,119,167,540,.446,.333,.655,18.9,5.6,2.3,2.0,0.6,0.4
2023-2024,8,Leaky Black,"Nov 8, '23, CHO vs. WAS",24,1,26,284,25,52,9,20,10,15,9,48,24,8,11,6,19,69,.481,.450,.667,10.9,2.7,1.8,0.9,0.3,0.4
2023-2024,9,Izaiah Brockington,"Mar 5, '24, NOP @ TOR",24,1,1,3,2,5,0,1,0,0,1,2,0,0,0,0,0,4,.400,.000,,3.0,4.0,2.0,0.0,0.0,0.0
2023-2024,10,Kobe Brown,"Oct 25, '23, LAC vs. POR",24,2,51,441,46,110,15,54,2,4,25,78,29,13,6,9,54,109,.418,.278,.500,8.6,2.1,1.5,0.6,0.3,0.1
2023-2024,11,Kobe Bufkin,"Oct 29, '23, ATL @ MIL",20,2,27,320,52,139,13,59,17,26,11,54,44,10,7,18,29,134,.374,.220,.654,11.9,5.0,2.0,1.6,0.4,0.3
2023-2024,12,Toumani Camara,"Oct 25, '23, POR @ LAC",23,2,95,2497,280,635,97,277,93,125,191,469,139,101,45,124,246,750,.441,.350,.744,26.3,7.9,4.9,1.5,1.1,0.5
2023-2024,13,D.J. Carton,"Feb 22, '24, TOR vs. BRK",23,2,8,69,4,15,1,7,5,6,2,8,6,3,0,5,4,14,.267,.143,.833,8.6,1.8,1.0,0.8,0.4,0.0
2023-2024,14,Colin Castleton,"Nov 4, '23, LAL @ ORL",23,2,24,81,10,20,0,2,14,14,8,19,3,2,1,3,14,34,.500,.000,1.000,3.4,1.4,0.8,0.1,0.1,0.0
2023-2024,15,Malcolm Cazalon,"Nov 5, '23, DET vs. PHO",22,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.0,0.0,0.0,0.0,0.0,0.0
2023-2024,16,Sidy Cissoko,"Nov 20, '23, SAS vs. LAC",19,2,22,171,18,40,2,14,12,19,10,30,15,7,3,4,22,50,.450,.143,.632,7.8,2.3,1.4,0.7,0.3,0.1
2023-2024,17,Noah Clowney,"Nov 25, '23, BRK vs. MIA",19,2,39,636,91,197,39,104,36,51,41,132,28,13,27,27,66,257,.462,.375,.706,16.3,6.6,3.4,0.7,0.3,0.7
2023-2024,18,Bilal Coulibaly,"Oct 25, '23, WAS @ IND",19,2,85,2481,286,653,87,261,148,202,89,375,180,89,65,130,192,807,.438,.333,.733,29.2,9.5,4.4,2.1,1.0,0.8
2023-2024,19,Ricky Council IV,"Jan 2, '24, PHI vs. CHI",22,2,50,511,83,185,19,60,77,101,23,81,32,12,5,10,30,262,.449,.317,.762,10.2,5.2,1.6,0.6,0.2,0.1
2023-2024,20,Jalen Crutcher,"Feb 27, '24, NOP @ NYK",24,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,3.0,0.0,0.0,0.0,0.0,0.0
2023-2024,21,Dexter Dennis,"Dec 1, '23, DAL vs. MEM",24,1,4,30,10,19,1,8,1,3,1,9,4,0,1,3,1,22,.526,.125,.333,7.5,5.5,2.3,1.0,0.0,0.3
2023-2024,22,Gradey Dick,"Oct 25, '23, TOR vs. MIN",20,2,81,1948,316,752,141,396,116,131,40,199,109,52,7,83,132,889,.420,.356,.885,24.0,11.0,2.5,1.3,0.6,0.1
2023-2024,23,Henri Drell,"Mar 14, '24, CHI vs. LAC",23,1,4,30,4,10,2,6,1,2,1,4,4,2,1,2,6,11,.400,.333,.500,7.5,2.8,1.0,1.0,0.5,0.3
2023-2024,24,Tosan Evbuomwan,"Feb 2, '24, MEM vs. GSW",22,1,17,367,36,71,12,32,17,25,18,60,16,6,5,9,23,101,.507,.375,.680,21.6,5.9,3.5,0.9,0.4,0.3
2023-2024,25,Adam Flagler,"Feb 23, '24, OKC vs. WAS",24,2,13,54,6,27,6,25,0,0,2,6,4,2,0,0,4,18,.222,.240,,4.2,1.4,0.5,0.3,0.2,0.0
2023-2024,26,Jordan Ford,"Oct 25, '23, SAC @ UTA",25,1,6,22,4,7,2,3,2,2,0,2,2,0,0,1,0,12,.571,.667,1.000,3.7,2.0,0.3,0.3,0.0,0.0
2023-2024,27,Javon Freeman-Liberty,"Jan 17, '24, TOR vs. MIA",24,1,22,403,55,124,10,42,33,36,16,70,40,10,4,25,28,153,.444,.238,.917,18.3,7.0,3.2,1.8,0.5,0.2
2023-2024,28,Alex Fudge,"Nov 4, '23, LAL @ ORL",20,1,6,40,6,15,1,5,2,2,4,5,0,3,0,2,2,15,.400,.200,1.000,6.7,2.5,0.8,0.0,0.5,0.0
2023-2024,29,Andrew Funk,"Mar 14, '24, CHI vs. LAC",24,1,5,13,0,4,0,3,0,0,0,0,0,1,1,0,0,0,.000,.000,,2.6,0.0,0.0,0.0,0.2,0.2
2023-2024,30,Kaiser Gates,"Oct 30, '23, NOP vs. GSW",27,1,1,7,0,4,0,2,0,0,0,1,0,0,0,0,0,0,.000,.000,,7.0,0.0,1.0,0.0,0.0,0.0
2023-2024,31,Keyonte George,"Oct 25, '23, UTA vs. SAC",20,2,98,2748,444,1130,207,617,247,293,27,288,465,54,11,263,132,1342,.393,.335,.843,28.0,13.7,2.9,4.7,0.6,0.1
2023-2024,32,Collin Gillespie,"Oct 24, '23, DEN vs. LAL",24,2,25,228,33,71,16,39,8,12,1,21,27,13,0,14,24,90,.465,.410,.667,9.1,3.6,0.8,1.1,0.5,0.0
2023-2024,33,Mouhamadou Gueye,"Feb 12, '24, TOR vs. SAS",25,1,11,120,11,38,0,3,4,9,12,23,5,3,18,12,15,26,.289,.000,.444,10.9,2.4,2.1,0.5,0.3,1.6
2023-2024,34,Mouhamed Gueye,"Oct 29, '23, ATL @ MIL",21,2,8,84,9,27,3,11,5,6,10,24,4,5,4,2,13,26,.333,.273,.833,10.5,3.3,3.0,0.5,0.6,0.5
2023-2024,35,Jordan Hawkins,"Oct 25, '23, NOP @ MEM",21,2,78,1462,221,582,131,364,95,111,34,190,84,22,11,54,84,668,.380,.360,.856,18.7,8.6,2.4,1.1,0.3,0.1
2023-2024,36,Scoot Henderson,"Oct 25, '23, POR @ LAC",19,2,80,2233,381,978,104,327,206,254,65,244,428,65,15,265,240,1072,.390,.318,.811,27.9,13.4,3.1,5.4,0.8,0.2
2023-2024,37,Taylor Hendricks,"Oct 25, '23, UTA vs. SAC",20,2,43,931,112,258,56,152,26,33,51,200,34,33,34,29,85,306,.434,.368,.788,21.7,7.1,4.7,0.8,0.8,0.8
2023-2024,38,D'Moi Hodge,"Nov 4, '23, LAL @ ORL",25,1,7,41,5,15,3,12,1,2,0,0,5,1,1,1,4,14,.333,.250,.500,5.9,2.0,0.0,0.7,0.1,0.1
2023-2024,39,Chet Holmgren,"Oct 25, '23, OKC @ CHI",21,2,92,2678,561,1064,143,386,256,324,145,735,220,61,216,154,215,1521,.527,.370,.790,29.1,16.5,8.0,2.4,0.7,2.3
2023-2024,40,Jalen Hood-Schifino,"Nov 27, '23, LAL @ PHI",20,2,23,123,11,46,2,15,14,22,3,14,9,3,3,10,16,38,.239,.133,.636,5.3,1.7,0.6,0.4,0.1,0.1
2023-2024,41,Jett Howard,"Oct 25, '23, ORL vs. HOU",20,2,43,335,47,128,31,100,8,11,11,37,18,7,8,10,26,133,.367,.310,.727,7.8,3.1,0.9,0.4,0.2,0.2
2023-2024,42,Matthew Hurt,"Jan 29, '24, MEM vs. SAC",23,1,8,113,12,34,5,20,3,3,9,16,4,3,3,2,8,32,.353,.250,1.000,14.1,4.0,2.0,0.5,0.4,0.4
2023-2024,43,Andre Jackson Jr.,"Oct 29, '23, MIL vs. ATL",22,2,81,1004,84,183,33,88,12,19,62,187,84,35,13,60,154,213,.459,.375,.632,12.4,2.6,2.3,1.0,0.4,0.2
2023-2024,44,GG Jackson II,"Oct 30, '23, MEM vs. DAL",19,1,48,1233,241,563,102,286,115,153,53,196,59,28,24,65,64,699,.428,.357,.752,25.7,14.6,4.1,1.2,0.6,0.5
2023-2024,45,Trayce Jackson-Davis,"Oct 27, '23, GSW @ SAC",23,2,91,1518,309,459,0,2,93,164,173,449,127,35,92,67,134,711,.673,.000,.567,16.7,7.8,4.9,1.4,0.4,1.0
