season,rank,player,age,yrs,g,mp,fg,fga,3p,3pa,ft,fta,orb,trb,ast,stl,blk,tov,pf,pts,fg%,3p%,ft%,mp_(per_game),pts_(per_game),trb_(per_game),ast_(per_game),stl_(per_game),blk_(per_game),debut_date,debut_match
2005-2006,33,Chuck Hayes,22,11,644,11815,1047,2104,0,14,316,510,1119,3243,781,478,237,461,1485,2410,0.498,0.0,0.62,18.3,3.7,5.0,1.2,0.7,0.4,2006-01-18, HOU vs. DAL
2005-2006,34,Luther Head,23,6,348,7797,1025,2426,451,1162,341,441,110,845,747,254,43,437,510,2842,0.423,0.388,0.773,22.4,8.2,2.4,2.1,0.7,0.1,2005-11-05,HOU vs. NOK
2005-2006,35,Julius Hodge,22,2,23,98,11,25,0,0,6,12,7,15,18,6,0,11,13,28,0.44,,0.5,4.3,1.2,0.7,0.8,0.3,0.0,2005-11-13, DEN vs. MIN
2005-2006,36,Randy Holcomb,26,1,4,11,1,1,0,0,0,0,1,1,0,0,0,0,2,2,1.0,,,2.8,0.5,0.3,0.0,0.0,0.0,2006-01-06,CHI @ MIL
2005-2006,37,Jarrett Jack,22,13,867,24140,3374,7673,620,1809,1981,2316,277,2487,3952,683,107,1723,1583,9349,0.44,0.343,0.855,27.8,10.8,2.9,4.6,0.8,0.1,2005-11-02,POR @ MIN
2005-2006,38,Šarūnas Jasikevičius,29,2,138,2530,298,751,130,366,207,228,34,222,399,66,5,206,183,933,0.397,0.355,0.908,18.3,6.8,1.6,2.9,0.5,0.0,2005-11-02,IND @ ORL
2005-2006,39,Amir Johnson,18,14,870,18323,2558,4490,107,322,879,1307,1723,4692,1073,524,839,932,2578,6102,0.57,0.332,0.673,21.1,7.0,5.4,1.2,0.6,1.0,2006-01-24, DET @ MIN
2005-2006,40,Dwayne Jones,22,5,82,636,33,65,0,1,41,83,86,191,12,11,29,26,112,107,0.508,0.0,0.494,7.8,1.3,2.3,0.1,0.1,0.4,2006-02-10, BOS vs. POR
2005-2006,41,Linas Kleiza,21,7,409,8185,1268,2912,387,1154,638,836,388,1470,321,159,73,409,886,3561,0.435,0.335,0.763,20.0,8.7,3.6,0.8,0.4,0.2,2005-11-04,DEN vs. POR
2005-2006,42,Yaroslav Korolev,18,2,34,168,13,46,3,12,10,16,6,16,13,6,0,7,11,39,0.283,0.25,0.625,4.9,1.1,0.5,0.4,0.2,0.0,2005-11-04,LAC vs. ATL
2005-2006,43,David Lee,22,12,829,24293,4587,8566,1,29,2057,2666,2150,7320,1825,625,329,1454,2170,11232,0.535,0.034,0.772,29.3,13.5,8.8,2.2,0.8,0.4,2005-11-06,NYK vs. GSW
2005-2006,44,John Lucas III,23,8,242,2927,454,1185,163,474,76,99,57,237,362,88,2,128,195,1147,0.383,0.344,0.768,12.1,4.7,1.0,1.5,0.4,0.0,2005-12-31, HOU vs. GSW
2005-2006,45,Arvydas Macijauskas,26,1,19,135,14,41,3,12,13,15,3,10,5,7,0,8,10,44,0.341,0.25,0.867,7.1,2.3,0.5,0.3,0.4,0.0,2005-11-01,NOK vs. SAC
2005-2006,46,Rawle Marshall,23,2,63,602,56,149,5,21,53,74,16,60,23,20,12,34,39,170,0.376,0.238,0.716,9.6,2.7,1.0,0.4,0.3,0.2,2005-11-19, DAL vs. DET
2005-2006,47,Jason Maxiell,22,10,618,11379,1398,2823,0,5,685,1214,1048,2576,266,230,490,487,1197,3481,0.495,0.0,0.564,18.4,5.6,4.2,0.4,0.4,0.8,2005-11-02,DET vs. PHI
2005-2006,48,Sean May,21,4,119,1868,324,708,3,13,170,228,155,481,115,53,47,134,236,821,0.458,0.231,0.746,15.7,6.9,4.0,1.0,0.4,0.4,2005-11-02,CHA @ CHI
2005-2006,49,Rashad McCants,21,4,249,5037,923,2144,292,793,341,460,114,506,331,183,61,362,584,2479,0.431,0.368,0.741,20.2,10.0,2.0,1.3,0.7,0.2,2005-11-02,MIN vs. POR
2005-2006,50,Aaron Miles,22,1,19,118,6,18,0,0,4,4,0,14,24,4,1,11,13,16,0.333,,1.0,6.2,0.8,0.7,1.3,0.2,0.1,2005-11-02,GSW vs. ATL
2005-2006,51,C.J. Miles,18,16,849,17284,2883,7016,1250,3487,1092,1350,363,2011,914,601,254,724,1792,8108,0.411,0.358,0.809,20.4,9.6,2.4,1.1,0.7,0.3,2005-11-14, UTA vs. NYK
2005-2006,52,Sergei Monia,22,1,26,343,29,87,9,34,10,14,11,52,19,7,5,12,41,77,0.333,0.265,0.714,13.2,3.0,2.0,0.7,0.3,0.2,2005-11-05,POR vs. ATL
2005-2006,53,Boniface N'Dong,28,1,23,152,22,53,0,1,6,9,15,37,7,2,5,6,23,50,0.415,0.0,0.667,6.6,2.2,1.6,0.3,0.1,0.2,2005-11-04,LAC vs. ATL
2005-2006,54,Fabricio Oberto,30,6,336,4871,481,835,0,4,119,193,443,1175,300,89,75,225,733,1081,0.576,0.0,0.617,14.5,3.2,3.5,0.9,0.3,0.2,2005-11-01,SAS vs. DEN
2005-2006,55,Andre Owens,25,2,54,602,67,181,21,56,37,52,24,68,55,18,3,37,62,192,0.37,0.375,0.712,11.1,3.6,1.3,1.0,0.3,0.1,2005-11-07,UTA @ CHA
2005-2006,56,Chris Paul,20,20,1297,44020,7983,16965,1765,4784,4807,5522,773,5782,12103,2649,205,3009,3080,22538,0.471,0.369,0.871,33.9,17.4,4.5,9.3,2.0,0.2,2005-11-01,NOK vs. SAC
2005-2006,57,Johan Petro,20,8,473,7262,976,2114,2,13,248,366,536,1836,227,193,234,374,1158,2202,0.462,0.154,0.678,15.4,4.7,3.9,0.5,0.4,0.5,2005-11-02,SEA vs. LAC
2005-2006,58,Josh Powell,23,7,316,3966,498,1136,7,20,223,300,331,932,161,49,68,254,491,1226,0.438,0.35,0.743,12.6,3.9,2.9,0.5,0.2,0.2,2005-11-15, DAL vs. DEN
2005-2006,59,Ronnie Price,22,12,544,7293,738,1980,244,808,295,400,176,658,960,424,56,476,922,2015,0.373,0.302,0.738,13.4,3.7,1.2,1.8,0.8,0.1,2005-11-01,SAC @ NOK
2005-2006,60,Shavlik Randolph,22,8,146,1202,129,287,1,6,81,149,151,363,36,44,38,59,193,340,0.449,0.167,0.544,8.2,2.3,2.5,0.2,0.3,0.3,2005-11-15, PHI vs. TOR
2005-2006,61,Anthony Roberson,22,3,65,591,102,255,52,146,9,10,8,49,35,23,1,24,51,265,0.4,0.356,0.9,9.1,4.1,0.8,0.5,0.4,0.0,2005-11-26, MEM @ DAL
2005-2006,62,Lawrence Roberts,23,2,87,1150,114,252,0,4,106,154,127,310,35,44,15,41,163,334,0.452,0.0,0.688,13.2,3.8,3.6,0.4,0.5,0.2,2005-11-02,MEM vs. MIA
2005-2006,63,Nate Robinson,21,11,618,13878,2458,5811,811,2255,1080,1357,385,1446,1826,543,42,876,1482,6807,0.423,0.36,0.796,22.5,11.0,2.3,3.0,0.9,0.1,2005-11-02,NYK @ BOS
2005-2006,64,Melvin Sanders,25,1,16,113,16,33,2,3,7,10,4,23,3,5,0,8,20,41,0.485,0.667,0.7,7.1,2.6,1.4,0.2,0.3,0.0,2005-11-09,SAS @ CHA
2005-2006,65,Alex Scales,27,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0.0,0.0,0.0,0.0,0.0,0.0,2005-11-19, SAS vs. PHO
2005-2006,66,Luke Schenscher,23,2,31,267,23,49,0,0,9,20,18,54,8,3,7,9,46,55,0.469,,0.45,8.6,1.8,1.7,0.3,0.1,0.2,2006-03-05,CHI @ CLE
2005-2006,67,Wayne Simien,22,2,51,507,67,143,0,0,35,41,43,99,11,15,1,27,83,169,0.469,,0.854,9.9,3.3,1.9,0.2,0.3,0.0,2005-11-02,MIA @ MEM
2005-2006,68,James Singleton,24,5,243,3252,362,783,35,120,195,234,321,910,109,97,117,140,390,954,0.462,0.292,0.833,13.4,3.9,3.7,0.4,0.4,0.5,2005-11-02,LAC @ SEA
2005-2006,69,Salim Stoudamire,23,3,157,2672,446,1097,167,456,201,228,22,214,164,55,10,158,240,1260,0.407,0.366,0.882,17.0,8.0,1.4,1.0,0.4,0.1,2005-11-02,ATL @ GSW
2005-2006,70,Chris Taft,20,1,17,144,23,38,0,0,1,6,19,36,2,2,7,2,25,47,0.605,,0.167,8.5,2.8,2.1,0.1,0.1,0.4,2005-11-02,GSW vs. ATL
2005-2006,71,Donell Taylor,23,2,98,834,109,276,7,34,41,64,30,106,90,47,7,59,81,266,0.395,0.206,0.641,8.5,2.7,1.1,0.9,0.5,0.1,2005-11-09,WAS vs. LAC
2005-2006,72,Dijon Thompson,22,2,16,93,17,40,4,13,7,8,7,19,3,3,1,3,8,45,0.425,0.308,0.875,5.8,2.8,1.2,0.2,0.2,0.1,2005-11-30, PHO vs. IND
2005-2006,73,Ronny Turiaf,23,10,473,8020,856,1607,0,7,497,782,520,1757,618,181,593,358,1116,2209,0.533,0.0,0.636,17.0,4.7,3.7,1.3,0.4,1.3,2006-02-08,LAL @ HOU
2005-2006,74,Charlie Villanueva,21,11,656,13578,2652,6097,716,2101,788,1021,795,3019,549,329,349,650,1453,6808,0.435,0.341,0.772,20.7,10.4,4.6,0.8,0.5,0.5,2005-11-02,TOR vs. WAS
2005-2006,75,Von Wafer,20,6,200,2475,390,928,102,314,172,229,38,234,146,73,19,128,155,1054,0.42,0.325,0.751,12.4,5.3,1.2,0.7,0.4,0.1,2005-11-24, LAL vs. SEA
2005-2006,76,Matt Walsh,23,1,2,3,1,1,0,0,0,2,0,0,0,0,0,1,0,2,1.0,,0.0,1.5,1.0,0.0,0.0,0.0,0.0,2005-11-02,MIA @ MEM
2005-2006,77,Hakim Warrick,23,8,526,10624,1776,3627,21,110,1374,1892,692,2117,400,218,154,624,969,4947,0.49,0.191,0.726,20.2,9.4,4.0,0.8,0.4,0.3,2005-11-02,MEM vs. MIA
2005-2006,78,Martell Webster,19,10,580,13914,1696,4062,790,2067,874,1105,352,1811,588,299,160,536,1055,5056,0.418,0.382,0.791,24.0,8.7,3.1,1.0,0.5,0.3,2005-11-04,POR @ DEN
2005-2006,79,Robert Whaley,23,1,23,212,23,57,0,0,3,6,16,43,17,7,8,14,41,49,0.404,,0.5,9.2,2.1,1.9,0.7,0.3,0.3,2005-11-14, UTA vs. NYK
2005-2006,80,Deron Williams,21,12,845,28865,4874,10964,1178,3296,2878,3502,353,2619,6819,867,206,2402,2132,13804,0.445,0.357,0.822,34.2,16.3,3.1,8.1,1.0,0.2,2005-11-02,UTA vs. DAL
2005-2006,81,Lou Williams,19,17,1123,27104,5047,12045,1457,4146,4042,4803,431,2484,3789,952,192,1896,1439,15593,0.419,0.351,0.842,24.1,13.9,2.2,3.4,0.8,0.2,2005-11-02,PHI @ DET
2005-2006,82,Marvin Williams,19,15,1072,30159,3928,8872,1046,2894,2063,2554,1276,5546,1373,824,577,1021,2155,10965,0.443,0.361,0.808,28.1,10.2,5.2,1.3,0.8,0.5,2005-11-02,ATL @ GSW
2005-2006,83,Antoine Wright,21,6,297,5714,617,1499,155,510,225,334,157,681,295,139,72,227,598,1614,0.412,0.304,0.674,19.2,5.4,2.3,1.0,0.5,0.2,2005-11-23, NJN @ SAC
2005-2006,84,Bracey Wright,21,2,26,325,45,111,12,37,27,34,10,39,20,10,1,14,14,129,0.405,0.324,0.794,12.5,5.0,1.5,0.8,0.4,0.0,2006-01-24, MIN vs. DET
2005-2006,85,Derrick Zimmerman,24,1,2,32,2,3,0,0,0,0,1,4,7,0,0,4,4,4,0.667,,,16.0,2.0,2.0,3.5,0.0,0.0,2006-04-18, NJN @ PHI
2006-2007,1,Hassan Adams,22,2,73,547,79,148,0,1,27,42,36,84,14,18,5,26,51,185,0.534,0.0,0.643,7.5,2.5,1.2,0.2,0.2,0.1,2006-11-01,NJN vs. TOR
2006-2007,2,Maurice Ager,22,4,82,505,64,189,11,44,30,53,8,46,19,6,6,29,65,169,0.339,0.25,0.566,6.2,2.1,0.6,0.2,0.1,0.1,2006-11-04,DAL @ HOU
2006-2007,3,LaMarcus Aldridge,21,16,1076,36242,8311,16872,227,710,3709,4563,2776,8736,2076,758,1187,1643,2598,20558,0.493,0.32,0.813,33.7,19.1,8.1,1.9,0.7,1.1,2006-11-12, POR vs. DAL
2006-2007,4,Lou Amundson,24,10,428,5507,648,1368,0,3,268,603,644,1541,190,152,306,299,835,1564,0.474,0.0,0.444,12.9,3.7,3.6,0.4,0.4,0.7,2007-02-24, UTA vs. BOS
2006-2007,5,Hilton Armstrong,22,6,292,3378,347,693,2,7,184,316,292,766,102,90,142,230,544,880,0.501,0.286,0.582,11.6,3.0,2.6,0.3,0.3,0.5,2006-11-01,NOK @ BOS
2006-2007,6,James Augustine,22,2,27,156,19,37,0,0,4,8,17,33,4,5,2,6,20,42,0.514,,0.5,5.8,1.6,1.2,0.1,0.2,0.1,2007-02-02,ORL vs. NJN
2006-2007,7,Kelenna Azubuike,23,5,208,5025,802,1748,210,514,364,473,257,829,230,130,103,203,408,2178,0.459,0.409,0.77,24.2,10.5,4.0,1.1,0.6,0.5,2007-01-02,GSW @ NOK
2006-2007,8,Renaldo Balkman,22,6,221,3064,368,721,11,64,147,271,278,769,132,164,104,134,421,894,0.51,0.172,0.542,13.9,4.0,3.5,0.6,0.7,0.5,2006-11-01,NYK @ MEM
2006-2007,9,J.J. Barea,22,14,831,16287,2832,6685,819,2330,932,1174,253,1748,3270,331,24,1264,1168,7415,0.424,0.352,0.794,19.6,8.9,2.1,3.9,0.4,0.0,2006-11-04,DAL @ HOU
2006-2007,10,Andrea Bargnani,21,10,550,15806,2932,6676,627,1771,1382,1677,530,2541,653,207,470,851,1338,7873,0.439,0.354,0.824,28.7,14.3,4.6,1.2,0.4,0.9,2006-11-01,TOR @ NJN
2006-2007,11,Will Blalock,23,1,14,166,9,30,1,5,6,6,6,15,17,5,0,12,9,25,0.3,0.2,1.0,11.9,1.8,1.1,1.2,0.4,0.0,2006-12-16, DET @ NJN
2006-2007,12,Josh Boone,22,4,256,4482,567,1042,0,0,206,463,484,1258,125,99,178,169,466,1340,0.544,,0.445,17.5,5.2,4.9,0.5,0.4,0.7,2006-12-02,NJN vs. PHI
2006-2007,13,Cedric Bozeman,23,1,23,199,11,39,2,13,2,6,3,23,9,5,2,9,32,26,0.282,0.154,0.333,8.7,1.1,1.0,0.4,0.2,0.1,2006-11-01,ATL @ PHI
2006-2007,14,Ronnie Brewer,21,8,502,11539,1554,3169,90,355,742,1099,451,1427,828,622,120,390,545,3940,0.49,0.254,0.675,23.0,7.8,2.8,1.6,1.2,0.2,2006-11-01,UTA vs. HOU
2006-2007,15,Andre Brown,25,3,75,598,82,159,0,1,33,66,70,178,11,14,8,48,73,197,0.516,0.0,0.5,8.0,2.6,2.4,0.1,0.2,0.1,2007-01-05,SEA vs. NYK
2006-2007,16,Dee Brown,22,2,68,711,50,147,13,52,27,42,15,69,119,32,7,48,79,140,0.34,0.25,0.643,10.5,2.1,1.0,1.8,0.5,0.1,2006-11-04,UTA vs. GSW
2006-2007,17,Shannon Brown,21,9,408,7329,1198,2854,276,831,446,553,177,760,458,284,90,378,538,3118,0.42,0.332,0.807,18.0,7.6,1.9,1.1,0.7,0.2,2006-11-07,CLE vs. ATL
2006-2007,18,Rodney Carney,22,5,299,4600,675,1599,200,591,228,324,164,588,132,159,100,157,420,1778,0.422,0.338,0.704,15.4,5.9,2.0,0.4,0.5,0.3,2006-11-01,PHI vs. ATL
2006-2007,19,Mardy Collins,22,4,189,2771,296,778,38,127,112,187,91,336,327,110,22,203,256,742,0.38,0.299,0.599,14.7,3.9,1.8,1.7,0.6,0.1,2006-11-01,NYK @ MEM
2006-2007,20,Will Conroy,24,3,16,108,3,22,0,6,1,8,4,11,16,0,0,6,13,7,0.136,0.0,0.125,6.8,0.4,0.7,1.0,0.0,0.0,2007-01-31, MEM vs. DAL
2006-2007,21,Paul Davis,22,4,82,702,88,219,0,1,41,56,74,158,32,22,15,30,105,217,0.402,0.0,0.732,8.6,2.6,1.9,0.4,0.3,0.2,2006-11-02,LAC vs. DEN
2006-2007,22,Yakhouba Diawara,24,4,187,2614,233,653,122,405,67,103,77,258,122,52,16,72,276,655,0.357,0.301,0.65,14.0,3.5,1.4,0.7,0.3,0.1,2006-11-02,DEN @ LAC
2006-2007,23,Quincy Douby,22,3,143,1535,222,571,68,218,76,86,34,152,93,50,21,87,128,588,0.389,0.312,0.884,10.7,4.1,1.1,0.7,0.3,0.1,2006-11-12, SAC vs. TOR
2006-2007,24,Jordan Farmar,20,10,504,9840,1460,3452,583,1559,385,521,161,958,1453,391,56,695,713,3888,0.423,0.374,0.739,19.5,7.7,1.9,2.9,0.8,0.1,2006-10-31, LAL vs. PHO
2006-2007,25,Desmon Farmer,25,2,11,86,9,29,5,20,3,3,0,7,11,1,0,5,8,26,0.31,0.25,1.0,7.8,2.4,0.6,1.0,0.1,0.0,2006-11-18, SEA @ GSW
2006-2007,26,Randy Foye,23,11,752,19279,2704,6750,1104,3017,1217,1429,245,1686,2112,528,220,1106,1584,7729,0.401,0.366,0.852,25.6,10.3,2.2,2.8,0.7,0.3,2006-11-01,MIN vs. SAC
2006-2007,27,Jorge Garbajosa,29,2,74,1983,230,554,72,209,57,78,50,345,128,81,15,65,92,589,0.415,0.344,0.731,26.8,8.0,4.7,1.7,1.1,0.2,2006-11-01,TOR @ NJN
2006-2007,28,Rudy Gay,20,17,1120,34561,6670,14771,1186,3429,3116,3898,1447,6283,2280,1231,798,2245,2524,17642,0.452,0.346,0.799,30.9,15.8,5.6,2.0,1.1,0.7,2006-11-01,MEM vs. NYK
2006-2007,29,Mickaël Gelabale,23,3,145,2348,263,560,43,136,101,124,107,330,115,50,35,92,186,670,0.47,0.316,0.815,16.2,4.6,2.3,0.8,0.3,0.2,2006-11-01,SEA vs. POR
2006-2007,30,Daniel Gibson,20,7,397,9316,1065,2646,578,1419,407,522,142,792,775,243,86,373,811,3115,0.402,0.407,0.78,23.5,7.8,2.0,2.0,0.6,0.2,2006-11-15, CLE vs. POR
2006-2007,31,Andreas Glyniadakis,25,1,13,81,8,17,0,0,1,2,2,8,1,0,0,9,19,17,0.471,,0.5,6.2,1.3,0.6,0.1,0.0,0.0,2006-11-10, SEA @ CHA
2006-2007,32,Lynn Greer,27,1,41,432,61,141,18,52,27,32,2,27,53,17,1,18,32,167,0.433,0.346,0.844,10.5,4.1,0.7,1.3,0.4,0.0,2007-01-08,MIL @ DEN
2006-2007,33,Mike Hall,22,1,2,13,1,4,0,0,0,0,1,2,1,0,0,0,1,2,0.25,,,6.5,1.0,1.0,0.5,0.0,0.0,2007-04-03,WAS @ CHA
2006-2007,34,Walter Herrmann,27,3,152,1939,312,681,114,299,81,103,78,319,66,31,12,61,143,819,0.458,0.381,0.786,12.8,5.4,2.1,0.4,0.2,0.1,2006-11-10, CHA vs. SEA
2006-2007,35,Robert Hite,23,1,12,136,19,60,5,23,8,12,4,16,8,3,2,6,8,51,0.317,0.217,0.667,11.3,4.3,1.3,0.7,0.3,0.2,2006-10-31, MIA vs. CHI
2006-2007,36,Ryan Hollins,22,10,518,6134,687,1177,0,1,539,830,457,1140,151,94,271,384,1037,1913,0.584,0.0,0.649,11.8,3.7,2.2,0.3,0.2,0.5,2007-01-17, CHA vs. NJN
2006-2007,37,Mile Ilić,22,1,5,6,0,3,0,0,0,0,0,1,0,0,0,3,1,0,0.0,,,1.2,0.0,0.2,0.0,0.0,0.0,2006-11-01,NJN vs. TOR
2006-2007,38,Ersan İlyasova,19,13,825,18957,3123,7047,883,2409,1235,1590,1397,4661,908,560,293,791,1994,8364,0.443,0.367,0.777,23.0,10.1,5.6,1.1,0.7,0.4,2006-11-01,MIL @ DET
2006-2007,39,Alexander Johnson,23,2,102,1302,152,294,0,0,135,201,82,275,30,38,45,89,217,439,0.517,,0.672,12.8,4.3,2.7,0.3,0.4,0.4,2006-11-01,MEM vs. NYK
2006-2007,40,Bobby Jones,23,2,91,867,103,233,19,62,63,92,51,149,44,26,4,46,144,288,0.442,0.306,0.685,9.5,3.2,1.6,0.5,0.3,0.0,2006-11-15, PHI @ SEA
2006-2007,41,Solomon Jones,22,8,281,3092,301,645,1,9,236,329,257,654,99,58,154,161,554,839,0.467,0.111,0.717,11.0,3.0,2.3,0.4,0.2,0.5,2006-11-01,ATL @ PHI
2006-2007,42,Tarence Kinsey,22,3,109,1340,186,411,23,71,116,142,42,147,53,68,1,71,102,511,0.453,0.324,0.817,12.3,4.7,1.3,0.5,0.6,0.0,2006-12-08,MEM @ MIL
2006-2007,43,James Lang,23,1,11,55,4,9,0,0,3,5,5,11,2,0,3,2,14,11,0.444,,0.6,5.0,1.0,1.0,0.2,0.0,0.3,2006-11-28, WAS vs. ATL
2006-2007,44,Kyle Lowry,20,19,1154,36371,5234,12350,2194,5960,3639,4464,887,4927,7050,1483,345,2620,3129,16301,0.424,0.368,0.815,31.5,14.1,4.3,6.1,1.3,0.3,2006-11-01,MEM vs. NYK
2006-2007,45,Renaldo Major,24,1,1,27,2,10,0,0,1,2,0,2,0,2,0,1,4,5,0.2,,0.5,27.0,5.0,2.0,0.0,2.0,0.0,2007-01-17, GSW @ LAC
2006-2007,46,Damir Markota,21,1,30,170,19,52,6,16,7,11,11,31,6,3,1,15,22,51,0.365,0.375,0.636,5.7,1.7,1.0,0.2,0.1,0.0,2006-11-03,MIL @ TOR
2006-2007,47,Chris McCray,22,1,5,12,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0.0,,,2.4,0.0,0.0,0.0,0.0,0.0,2006-11-15, MIL @ NJN
2006-2007,48,Ivan McFarlin,24,1,11,41,5,13,0,1,5,7,7,11,1,0,0,1,8,15,0.385,0.0,0.714,3.7,1.4,1.0,0.1,0.0,0.0,2006-11-07,PHI @ IND
2006-2007,49,Pops Mensah-Bonsu,23,4,61,509,64,156,0,2,53,90,83,180,11,14,14,40,82,181,0.41,0.0,0.589,8.3,3.0,3.0,0.2,0.2,0.2,2006-11-21, DAL vs. WAS
2006-2007,50,Paul Millsap,21,16,1085,30499,5455,11158,541,1588,3085,4190,2343,7673,2378,1327,1045,1829,3248,14536,0.489,0.341,0.736,28.1,13.4,7.1,2.2,1.2,1.0,2006-11-01,UTA vs. HOU
2006-2007,51,Randolph Morris,21,4,74,438,52,122,0,0,36,66,27,104,7,13,7,30,100,140,0.426,,0.545,5.9,1.9,1.4,0.1,0.2,0.1,2007-03-28, NYK vs. CLE
2006-2007,52,Adam Morrison,22,3,161,3278,467,1252,124,375,142,200,82,342,222,40,12,172,273,1200,0.373,0.331,0.71,20.4,7.5,2.1,1.4,0.2,0.1,2006-11-01,CHA vs. IND
2006-2007,53,David Noel,22,1,68,792,65,177,17,53,37,43,42,123,65,25,9,40,77,184,0.367,0.321,0.86,11.6,2.7,1.8,1.0,0.4,0.1,2006-11-03,MIL @ TOR
2006-2007,54,Steve Novak,23,11,467,5657,751,1717,575,1337,100,114,68,591,132,91,38,81,371,2177,0.437,0.43,0.877,12.1,4.7,1.3,0.3,0.2,0.1,2006-11-01,HOU @ UTA
2006-2007,55,Patrick O'Bryant,20,4,90,524,79,160,0,3,28,48,32,127,25,18,40,42,126,186,0.494,0.0,0.583,5.8,2.1,1.4,0.3,0.2,0.4,2006-11-01,GSW vs. LAL
2006-2007,56,Kevinn Pinkney,23,1,6,100,12,27,1,2,6,9,7,15,5,3,3,4,12,31,0.444,0.5,0.667,16.7,5.2,2.5,0.8,0.5,0.5,2007-04-04,BOS @ MIL
2006-2007,57,Leon Powe,23,5,239,3320,490,952,0,5,504,739,380,911,78,69,82,189,503,1484,0.515,0.0,0.682,13.9,6.2,3.8,0.3,0.3,0.3,2006-11-13, BOS vs. ORL
2006-2007,58,Roger Powell,24,1,3,13,0,3,0,1,2,2,3,3,0,0,0,3,2,2,0.0,0.0,1.0,4.3,0.7,1.0,0.0,0.0,0.0,2006-11-14, UTA vs. LAC
2006-2007,59,Chris Quinn,23,6,241,3303,381,956,161,427,169,209,30,266,455,102,8,137,249,1092,0.399,0.377,0.809,13.7,4.5,1.1,1.9,0.4,0.0,2006-10-31, MIA vs. CHI
2006-2007,60,Allan Ray,22,1,47,710,100,259,48,116,42,55,18,69,43,20,3,42,85,290,0.386,0.414,0.764,15.1,6.2,1.5,0.9,0.4,0.1,2006-11-17, BOS vs. POR
2006-2007,61,JJ Redick,22,15,940,23964,4009,8976,1950,4704,2060,2310,172,1903,1862,420,88,1040,1417,12028,0.447,0.415,0.892,25.5,12.8,2.0,2.0,0.4,0.1,2006-11-25, ORL vs. ATL
2006-2007,62,Jeremy Richardson,22,3,45,245,33,99,15,39,5,8,3,25,5,4,0,10,21,86,0.333,0.385,0.625,5.4,1.9,0.6,0.1,0.1,0.0,2007-01-31, ATL vs. GSW
2006-2007,63,Sergio Rodríguez,20,5,353,5281,676,1651,202,600,193,261,121,525,1183,212,13,491,441,1747,0.409,0.337,0.739,15.0,4.9,1.5,3.4,0.6,0.0,2006-11-03,POR @ GSW
2006-2007,64,Rajon Rondo,20,16,957,28570,3886,8516,449,1384,1116,1826,910,4349,7584,1518,125,2586,1997,9337,0.456,0.324,0.611,29.9,9.8,4.5,7.9,1.6,0.1,2006-11-01,BOS vs. NOK
2006-2007,65,Brandon Roy,22,6,326,11561,2224,4849,322,925,1366,1707,347,1388,1517,335,76,595,630,6136,0.459,0.348,0.8,35.5,18.8,4.3,4.7,1.0,0.2,2006-11-01,POR @ SEA
2006-2007,66,Thabo Sefolosha,22,14,869,19062,1916,4265,513,1469,649,887,626,3252,1196,935,366,755,1418,4994,0.449,0.349,0.732,21.9,5.7,3.7,1.4,1.1,0.4,2006-10-31, CHI @ MIA
2006-2007,67,Mouhamed Sene,20,3,47,260,35,82,0,0,33,56,28,75,1,4,22,15,44,103,0.427,,0.589,5.5,2.2,1.6,0.0,0.1,0.5,2006-11-01,SEA vs. POR
2006-2007,68,Cedric Simmons,21,3,75,705,70,171,0,0,23,59,55,141,14,11,32,30,91,163,0.409,,0.39,9.4,2.2,1.9,0.2,0.1,0.4,2006-11-01,NOK @ BOS
2006-2007,69,Uroš Slokar,23,1,20,72,14,26,1,2,9,13,7,14,1,1,2,9,11,38,0.538,0.5,0.692,3.6,1.9,0.7,0.1,0.1,0.1,2006-12-08,TOR @ CHI
2006-2007,70,Craig Smith,23,6,403,6826,1221,2207,1,27,637,963,543,1567,322,183,91,413,957,3080,0.553,0.037,0.661,16.9,7.6,3.9,0.8,0.5,0.2,2006-11-01,MIN vs. SAC
2006-2007,71,Steven Smith,23,1,8,28,2,8,0,0,1,2,1,6,0,1,0,2,4,5,0.25,,0.5,3.5,0.6,0.8,0.0,0.1,0.0,2006-11-21, PHI vs. DET
2006-2007,72,Vassilis Spanoulis,24,1,31,272,23,72,5,29,34,42,5,22,28,7,1,29,33,85,0.319,0.172,0.81,8.8,2.7,0.7,0.9,0.2,0.0,2006-11-04,HOU vs. DAL
2006-2007,73,Tyrus Thomas,20,8,402,7932,1147,2620,8,34,791,1080,550,1938,347,328,525,527,989,3093,0.438,0.235,0.732,19.7,7.7,4.8,0.9,0.8,1.3,2006-10-31, CHI @ MIA
2006-2007,74,P.J. Tucker,21,13,883,24935,2128,5011,877,2398,721,961,1300,4770,1225,942,262,815,2144,5854,0.425,0.366,0.75,28.2,6.6,5.4,1.4,1.1,0.3,2006-11-01,TOR @ NJN
2006-2007,75,Marcus Vinicius,22,2,26,172,16,35,8,19,10,18,3,19,7,3,2,9,14,50,0.457,0.421,0.556,6.6,1.9,0.7,0.3,0.1,0.1,2006-11-25, NOK @ DAL
2006-2007,76,James White,24,3,67,583,71,162,17,50,23,34,8,68,35,17,6,25,53,182,0.438,0.34,0.676,8.7,2.7,1.0,0.5,0.3,0.1,2007-03-26, SAS @ GSW
